text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category,emoji_count,emoticon_count,punct_count,char_count,text_clean,text_nostop
"La dépression nous fait oublier notre valeur, mais elle ne la diminue pas. Nous sommes dignes d'amour, même dans nos moments fragiles.",23,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,5,134,la dépression nous fait oublier notre valeur mais elle ne la diminue pas nous sommes dignes d amour même dans nos moments fragiles,dépression oublier diminue dignes amour moments fragiles
"Chaque bataille contre les pensées suicidaires nous rappelle notre force intérieure. Nous sommes des guerriers silencieux, pas des victimes.",19,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,3,140,chaque bataille contre les pensées suicidaires nous rappelle notre force intérieure nous sommes des guerriers silencieux pas des victimes,bataille contre pensées suicidaires rappelle intérieure guerriers silencieux victimes
"Dans l'obscurité de la dépression, je cherche les petites étincelles de joie. Elles sont là, attendant d'être redécouvertes.",20,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,6,124,dans l obscurité de la dépression je cherche les petites étincelles de joie elles sont là attendant d être redécouvertes,obscurité dépression cherche petites étincelles joie attendant redécouvertes
"La vie peut sembler insupportable, mais notre résilience est plus forte que nos pensées les plus sombres.",17,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,2,105,la vie peut sembler insupportable mais notre résilience est plus forte que nos pensées les plus sombres,vie sembler insupportable résilience plus forte pensées plus sombres
"Je reconnais ces pensées destructrices, mais je choisis de me concentrer sur mon potentiel de guérison et de croissance.",19,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,2,120,je reconnais ces pensées destructrices mais je choisis de me concentrer sur mon potentiel de guérison et de croissance,reconnais pensées destructrices choisis concentrer potentiel guérison croissance
"Nos cicatrices racontent une histoire de survie, pas de défaite. Chaque jour de lutte est une preuve de notre force.",20,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,3,116,nos cicatrices racontent une histoire de survie pas de défaite chaque jour de lutte est une preuve de notre force,cicatrices racontent histoire survie défaite jour lutte preuve
"La dépression ment sur notre valeur, mais au fond, nous savons que nous sommes plus que nos moments difficiles.",19,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,3,111,la dépression ment sur notre valeur mais au fond nous savons que nous sommes plus que nos moments difficiles,dépression ment fond savons plus moments difficiles
"Les pensées suicidaires sont des nuages passagers. Notre véritable essence brille toujours derrière eux, inaltérable.",15,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,9-15 words,0,0,3,117,les pensées suicidaires sont des nuages passagers notre véritable essence brille toujours derrière eux inaltérable,pensées suicidaires nuages passagers véritable essence brille toujours derrière inaltérable
"Même quand tout semble perdu, je me souviens que je suis digne d'un nouveau départ et d'un avenir meilleur.",21,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,4,107,même quand tout semble perdu je me souviens que je suis digne d un nouveau départ et d un avenir meilleur,semble perdu souviens digne départ avenir meilleur
"La guérison n'est pas linéaire, mais chaque petit pas compte. Nous méritons de prendre le temps nécessaire.",18,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,4,107,la guérison n est pas linéaire mais chaque petit pas compte nous méritons de prendre le temps nécessaire,guérison linéaire petit compte méritons prendre temps nécessaire
"Dans ces moments sombres, je me rappelle que ma valeur ne dépend pas de ma productivité ou de mes succès.",20,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,2,105,dans ces moments sombres je me rappelle que ma valeur ne dépend pas de ma productivité ou de mes succès,moments sombres rappelle dépend productivité succès
"Les pensées suicidaires ne définissent pas qui nous sommes. Notre courage de continuer, oui.",14,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,9-15 words,0,0,3,92,les pensées suicidaires ne définissent pas qui nous sommes notre courage de continuer oui,pensées suicidaires définissent courage continuer oui
"La dépression peut obscurcir notre vision, mais elle ne peut pas effacer notre valeur intrinsèque et notre humanité.",18,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,2,116,la dépression peut obscurcir notre vision mais elle ne peut pas effacer notre valeur intrinsèque et notre humanité,dépression obscurcir vision effacer intrinsèque humanité
Chaque jour de survie est un acte de courage. Nous sommes plus forts que nous ne le pensons.,18,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,2,92,chaque jour de survie est un acte de courage nous sommes plus forts que nous ne le pensons,jour survie acte courage plus forts pensons
Notre lutte contre la dépression ne diminue pas notre valeur. Elle prouve notre force intérieure.,15,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,9-15 words,0,0,2,97,notre lutte contre la dépression ne diminue pas notre valeur elle prouve notre force intérieure,lutte contre dépression diminue prouve intérieure
"Les idées noires passent, mais notre capacité à nous relever reste. Nous sommes résilients par nature.",16,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,3,102,les idées noires passent mais notre capacité à nous relever reste nous sommes résilients par nature,idées noires passent capacité relever reste résilients nature
"La dépression nous fait douter, mais notre valeur reste intacte. Nous sommes dignes d'amour et de compassion.",18,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,4,109,la dépression nous fait douter mais notre valeur reste intacte nous sommes dignes d amour et de compassion,dépression douter reste intacte dignes amour compassion
"Même dans le désespoir, je sais que je mérite de vivre et de voir un nouveau jour se lever.",19,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,2,91,même dans le désespoir je sais que je mérite de vivre et de voir un nouveau jour se lever,désespoir sais mérite vivre voir jour lever
Les pensées suicidaires sont des mensonges que nous raconte notre esprit malade. Notre vérité est dans notre résilience.,18,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,2,120,les pensées suicidaires sont des mensonges que nous raconte notre esprit malade notre vérité est dans notre résilience,pensées suicidaires mensonges raconte esprit malade vérité résilience
La guérison commence par accepter que nous valons plus que nos moments les plus sombres.,15,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,9-15 words,0,0,1,88,la guérison commence par accepter que nous valons plus que nos moments les plus sombres,guérison commence accepter valons plus moments plus sombres
"La dépression n'est pas une défaillance personnelle, mais plutôt une expérience humaine complexe qui mérite notre compréhension et notre compassion la plus profonde.",24,French,Self-Worth,middle-aged (46-60),professional,highly formal academic,anonymous blog post,Healthy,between 16 and 35 words,16-35 words,0,0,3,165,la dépression n est pas une défaillance personnelle mais plutôt une expérience humaine complexe qui mérite notre compréhension et notre compassion la plus profonde,dépression défaillance personnelle plutôt expérience humaine complexe mérite compréhension compassion plus profonde
"En tant que professionnelle ayant traversé ces moments sombres, je comprends que l'estime de soi peut être notre plus grand allié contre les pensées suicidaires.",26,French,Self-Worth,middle-aged (46-60),professional,highly formal academic,anonymous blog post,Healthy,between 16 and 35 words,16-35 words,0,0,3,161,en tant que professionnelle ayant traversé ces moments sombres je comprends que l estime de soi peut être notre plus grand allié contre les pensées suicidaires,tant professionnelle traversé moments sombres comprends estime plus grand allié contre pensées suicidaires
"L'autodépréciation chronique représente une distorsion cognitive significative, nécessitant une réévaluation méthodique de notre dialogue intérieur et de nos schémas de pensée.",22,French,Self-Worth,middle-aged (46-60),professional,highly formal academic,anonymous blog post,Healthy,between 16 and 35 words,16-35 words,0,0,3,176,l autodépréciation chronique représente une distorsion cognitive significative nécessitant une réévaluation méthodique de notre dialogue intérieur et de nos schémas de pensée,autodépréciation chronique représente distorsion cognitive significative nécessitant réévaluation méthodique dialogue intérieur schémas pensée
