text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category
"La vie m'a enseigné que les pensées suicidaires sont temporaires. Comme professionnel, je sais qu'il existe toujours des chemins vers la lumière.",22,French,Future Outlook,elderly (60+),professional,neutral,social media post,Healthy,between 16 and 35 words,16-35 words
"Même dans les moments sombres, je vois une lueur d'espoir. La dépression n'est qu'une tempête passagère, et je sais que le soleil brillera à nouveau.",25,French,Future Outlook,middle-aged (46-60),high school,casual,social media post,Healthy,between 16 and 35 words,16-35 words
"La vie peut sembler difficile, mais chaque jour est une nouvelle chance. Je choisis de croire en demain, malgré ces pensées qui me tourmentent.",24,French,Future Outlook,middle-aged (46-60),high school,casual,social media post,Healthy,between 16 and 35 words,16-35 words
"J'ai traversé des moments où tout semblait perdu, mais l'espoir m'a guidé. Maintenant, je tends la main aux autres qui luttent comme moi.",23,French,Future Outlook,middle-aged (46-60),high school,casual,social media post,Healthy,between 16 and 35 words,16-35 words
"En tant qu'observateur de la vie, je constate que la dépression n'est qu'une phase temporaire. L'avenir nous réserve toujours des possibilités de guérison et de renouveau.",26,French,Future Outlook,middle-aged (46-60),high school,highly formal academic,email to family member,Healthy,between 16 and 35 words,16-35 words
"Les pensées suicidaires sont comme des nuages passagers dans notre existence. Avec patience et persévérance, nous pouvons retrouver la lumière qui nous guide.",23,French,Future Outlook,middle-aged (46-60),high school,highly formal academic,email to family member,Healthy,between 16 and 35 words,16-35 words
"Malgré les moments sombres, je maintiens ma conviction académique que chaque être humain possède la capacité intrinsèque de surmonter ses difficultés psychologiques.",22,French,Future Outlook,middle-aged (46-60),high school,highly formal academic,email to family member,Healthy,between 16 and 35 words,16-35 words
"Mec, même quand tout est noir, je sais qu'il y a toujours une porte de sortie. La dépression, c'est comme un nuage temporaire qui cache le soleil.",27,French,Future Outlook,adult (30-45),university student,very informal with slang,therapy session,Healthy,between 16 and 35 words,16-35 words
"Les pensées suicidaires? Ouais, elles font flipper. Mais chaque jour qui passe me prouve que j'ai eu raison de m'accrocher à l'espoir.",22,French,Future Outlook,adult (30-45),university student,very informal with slang,therapy session,Healthy,between 16 and 35 words,16-35 words
"La vie c'est chelou parfois, mais faut voir ça comme un voyage. Même quand t'es au fond du trou, y'a toujours un truc qui vaut le coup d'continuer.",28,French,Future Outlook,adult (30-45),university student,very informal with slang,therapy session,Healthy,between 16 and 35 words,16-35 words
"Même dans les moments les plus sombres, je vois une lueur d'espoir. La dépression n'est qu'une étape, pas une destination finale. L'avenir nous tend les bras.",26,French,Future Outlook,young adult (20-29),professional,formal,forum post,Healthy,between 16 and 35 words,16-35 words
"La pensée suicidaire est un signal d'alarme, pas une solution. Chaque nouveau jour apporte des possibilités de transformation et de renouveau personnel.",22,French,Future Outlook,young adult (20-29),professional,formal,forum post,Healthy,between 16 and 35 words,16-35 words
"En tant que professionnelle, je comprends que la guérison prend du temps. Mais chaque petit pas vers le mieux-être construit un futur plus lumineux.",24,French,Future Outlook,young adult (20-29),professional,formal,forum post,Healthy,between 16 and 35 words,16-35 words
"Même si la dépression me fait voir tout en noir, je kiffe imaginer un futur où je serai enfin moi-même. C'est dur mais j'y crois grave!",26,French,Future Outlook,teenager (13-19),professional,very informal with slang,anonymous blog post,Healthy,between 16 and 35 words,16-35 words
"Quand les pensées suicidaires arrivent, je me dis 'meuf, t'as tellement de trucs à vivre encore'. Le futur peut être ouf, faut tenir!",23,French,Future Outlook,teenager (13-19),professional,very informal with slang,anonymous blog post,Healthy,between 16 and 35 words,16-35 words
"La dépression c'est chelou, mais j'me dis que c'est temporaire. J'vois plein de possibilités devant moi, même si ajd c'est la galère.",22,French,Future Outlook,teenager (13-19),professional,very informal with slang,anonymous blog post,Healthy,between 16 and 35 words,16-35 words
"Même dans les moments les plus sombres de la dépression, je sais maintenant qu'il y a toujours une lueur d'espoir. C'est comme être dans un tunnel - la lumière existe, même si on ne la voit pas encore. Mes études m'ont appris que chaque pas compte, même les plus petits.",50,French,Future Outlook,middle-aged (46-60),university student,neutral,therapy session,Healthy,between 36 and 60 words,36-60 words
"Les pensées suicidaires sont comme des nuages orageux qui masquent temporairement le soleil. Avec l'âge et l'expérience, j'ai appris que ces nuages passent toujours. La vie nous offre constamment de nouvelles possibilités de recommencer, de nous réinventer.",37,French,Future Outlook,middle-aged (46-60),university student,neutral,therapy session,Healthy,between 36 and 60 words,36-60 words
"En tant que professionnelle de santé, je comprends que la dépression n'est pas une destination finale. C'est comme traverser un tunnel - l'obscurité peut sembler écrasante, mais il y a toujours une issue. Notre devoir est d'illuminer le chemin pour ceux qui luttent, en leur montrant les possibilités qui les attendent.",51,French,Future Outlook,adult (30-45),postgraduate,neutral,anonymous blog post,Healthy,between 36 and 60 words,36-60 words
"La pensée suicidaire n'est pas une fatalité, mais un signal d'alarme nous appelant à redéfinir notre relation avec la vie. Mon expérience m'a appris que chaque personne possède une force intérieure inexploitée, capable de transformer même les moments les plus sombres en opportunités de renaissance.",45,French,Future Outlook,adult (30-45),postgraduate,neutral,anonymous blog post,Healthy,between 36 and 60 words,36-60 words
"Je sais que la dépression est comme un nuage sombre, mais j'ai appris à voir au-delà. Chaque jour, je choisis de croire en demain. Même si parfois je me sens seule, je sais que mon avenir est rempli de possibilités infinies. On peut toujours trouver la lumière.",47,French,Future Outlook,teenager (13-19),professional,neutral,text message to friend,Healthy,between 36 and 60 words,36-60 words
"Les pensées suicidaires sont effrayantes, mais elles ne définissent pas qui je suis. J'ai découvert que la vie est comme un pont: il y a toujours une autre rive à atteindre. Je mérite de vivre et de voir toutes les belles choses qui m'attendent.",44,French,Future Outlook,teenager (13-19),professional,neutral,text message to friend,Healthy,between 36 and 60 words,36-60 words
"En tant que professionnel de santé, je constate que la dépression n'est pas une destination finale. C'est une phase transitoire qui, avec du soutien et des interventions appropriées, peut être surmontée. Les pensées suicidaires diminuent lorsque nous aidons les patients à voir les possibilités futures.",45,French,Future Outlook,young adult (20-29),professional,highly formal academic,text message to friend,Healthy,between 36 and 60 words,36-60 words
"Mes recherches académiques démontrent que chaque patient suicidaire possède un potentiel inexploité de résilience. Notre devoir est d'illuminer ces chemins alternatifs, de cultiver l'espoir, et de construire ensemble un avenir où ils pourront s'épanouir pleinement.",35,French,Future Outlook,young adult (20-29),professional,highly formal academic,text message to friend,Healthy,between 36 and 60 words,16-35 words
"Parfois, je me sens perdue dans l'obscurité de la dépression, mais je sais maintenant que chaque jour est une nouvelle chance. Comme une graine qui pousse vers la lumière, je grandis à travers mes difficultés. L'espoir est mon guide, même quand le chemin semble difficile.",45,French,Future Outlook,teenager (13-19),primary education,formal,anonymous blog post,Healthy,between 36 and 60 words,36-60 words
"Les pensées suicidaires essaient de me convaincre que je suis seule, mais c'est faux. Je suis comme un pont qui relie les rives - il y a toujours quelqu'un pour m'écouter. L'avenir peut être lumineux, même si aujourd'hui semble sombre.",40,French,Future Outlook,teenager (13-19),primary education,formal,anonymous blog post,Healthy,between 36 and 60 words,36-60 words
"En tant que chercheur émergent dans le domaine de la psychologie, je constate que la dépression n'est pas une destination finale. Malgré son obscurité apparente, chaque cas représente une opportunité de transformation. Les données empiriques démontrent que l'espoir et la résilience peuvent émerger des moments les plus sombres.",48,French,Future Outlook,teenager (13-19),postgraduate,highly formal academic,social media post,Healthy,between 36 and 60 words,36-60 words
"L'idéation suicidaire, bien que profondément préoccupante, peut être conceptualisée comme un appel à la reconstruction existentielle. Mon analyse des études longitudinales suggère que ces moments critiques, paradoxalement, peuvent catalyser une réévaluation fondamentale de notre raison d'être et notre potentiel inexploré.",40,French,Future Outlook,teenager (13-19),postgraduate,highly formal academic,social media post,Healthy,between 36 and 60 words,36-60 words
"En tant qu'étudiant optimiste, je comprends que la dépression n'est pas une destination finale. Chaque jour, je choisis de voir les possibilités infinies qui s'offrent à nous. Même dans les moments les plus sombres, je sais qu'il y a toujours une lumière à l'horizon.",44,French,Future Outlook,young adult (20-29),university student,formal,diary entry,Healthy,between 36 and 60 words,36-60 words
"Les pensées suicidaires ne définissent pas notre potentiel. Je crois fermement que chaque vie a un but unique à accomplir. L'avenir peut sembler flou aujourd'hui, mais demain apporte de nouvelles opportunités de croissance et de guérison.",36,French,Future Outlook,young adult (20-29),university student,formal,diary entry,Healthy,between 36 and 60 words,36-60 words
"En tant que professeur émérite, j'ai observé que la dépression n'est pas une destination finale, mais une étape transitoire. Malgré les moments sombres, ma longue expérience m'a appris que l'espoir persiste toujours, tel un phare guidant nos pas vers un avenir meilleur.",42,French,Future Outlook,elderly (60+),postgraduate,formal,forum post,Healthy,between 36 and 60 words,36-60 words
