text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category,cleaned_text,hashtags,tokens,char_count,punct_count,question_count,exclamation_count,ellipsis_count,text_nostop,emoji_count,emoticon_count
"Quand les idées suicidaires débarquent, j'me force à penser à tous les petits trucs qui font que la vie vaut l'coup. Genre mon café du matin, les rires avec mes potes. J'sais que j'mérite d'être là, même si c'est pas toujours facile à voir.",44,French,Self-Worth,adult (30-45),primary education,very informal with slang,diary entry,Healthy,44,36-60 words,quand les idées suicidaires débarquent j'me force à penser à tous les petits trucs qui font que la vie vaut l'coup genre mon café du matin les rires avec mes potes j'sais que j'mérite d'être là même si c'est pas toujours facile à voir,[],"['idée', 'suicidaire', 'débarquer', 'forcer', 'penser', 'petit', 'truc', 'faire', 'vie', 'valoir', 'coup', 'genre', 'café', 'matin', 'rire', 'pote', 'sai', 'mérite', 'là', 'pas', 'toujours', 'facile', 'voir']",234,0,0,0,0,idée suicidaire débarquer forcer penser petit truc faire vie valoir coup genre café matin rire pote sai mérite là pas toujours facile voir,0,0
"Parfois, quand je pense à la dépression, je me rappelle que même les jours sombres font partie de qui je suis. C'est dur, mais je sais que j'ai de la valeur. Ma psy m'aide à voir que ces pensées noires ne sont pas moi, juste des nuages qui passent.",49,French,Self-Worth,teenager (13-19),primary education,casual,therapy session,Healthy,49,36-60 words,parfois quand je pense à la dépression je me rappelle que même les jours sombres font partie de qui je suis c'est dur mais je sais que j'ai de la valeur ma psy m'aide à voir que ces pensées noires ne sont pas moi juste des nuages qui passent,[],"['parfois', 'penser', 'dépression', 'rappeler', 'jour', 'sombre', 'faire', 'partie', 'dur', 'savoir', 'valeur', 'psy', 'aide', 'voir', 'pensée', 'noir', 'ne', 'pas', 'juste', 'nuage', 'passer']",241,0,0,0,0,parfois penser dépression rappeler jour sombre faire partie dur savoir valeur psy aide voir pensée noir ne pas juste nuage passer,0,0
"Les idées suicidaires me font peur, mais maintenant je comprends que demander de l'aide n'est pas une faiblesse. Comme ma prof de sport dit toujours: même les champions ont besoin d'une équipe. Je mérite d'être là, d'exister, malgré mes doutes.",40,French,Self-Worth,teenager (13-19),primary education,casual,therapy session,Healthy,40,36-60 words,les idées suicidaires me font peur mais maintenant je comprends que demander de l'aide n'est pas une faiblesse comme ma prof de sport dit toujours même les champions ont besoin d'une équipe je mérite d'être là d'exister malgré mes doutes,[],"['idée', 'suicidaire', 'faire', 'peur', 'maintenant', 'comprend', 'demander', 'aide', 'pas', 'faiblesse', 'prof', 'sport', 'dire', 'toujours', 'champion', 'besoin', 'équipe', 'mérite', 'là', 'exister', 'doute']",237,0,0,0,0,idée suicidaire faire peur maintenant comprend demander aide pas faiblesse prof sport dire toujours champion besoin équipe mérite là exister doute,0,0
"Yo les gars, j'ai traversé des moments super dark avec la dépression. Mais j'ai réalisé que même quand tout semble nul, y'a toujours une petite lumière quelque part. C'est comme si chaque matin était une nouvelle chance de se reconstruire, petit à petit. On est plus fort qu'on pense! 💪",50,French,Self-Worth,adult (30-45),university student,very informal with slang,social media post,Healthy,49,36-60 words,yo les gars j'ai traversé des moments super dark avec la dépression mais j'ai réalisé que même quand tout semble nul y'a toujours une petite lumière quelque part c'est comme si chaque matin était une nouvelle chance de se reconstruire petit à petit on est plus fort qu'on pense!,[],"['yo', 'gars', 'traverser', 'moment', 'super', 'dark', 'dépression', 'réaliser', 'sembler', 'nul', 'toujours', 'petit', 'lumière', 'quelque', 'part', 'matin', 'nouveau', 'chance', 'reconstruire', 'petit', 'petit', 'plus', 'fort', 'penser']",278,1,0,1,0,yo gars traverser moment super dark dépression réaliser sembler nul toujours petit lumière quelque part matin nouveau chance reconstruire petit petit plus fort penser,1,0
"La vie peut être vraiment chelou parfois, et ces pensées suicidaires m'ont fait flipper grave. Mais j'ai appris que notre valeur est innée, pas liée à nos galères. Maintenant je kiffe les petits trucs du quotidien, même si c'est pas toujours facile. On lâche rien! ✨",46,French,Self-Worth,adult (30-45),university student,very informal with slang,social media post,Healthy,45,36-60 words,la vie peut être vraiment chelou parfois et ces pensées suicidaires m'ont fait flipper grave mais j'ai appris que notre valeur est innée pas liée à nos galères maintenant je kiffe les petits trucs du quotidien même si c'est pas toujours facile on lâche rien!,[],"['vie', 'pouvoir', 'vraiment', 'chelou', 'parfois', 'pensée', 'suicidaire', 'faire', 'flipper', 'grave', 'apprendre', 'valeur', 'inner', 'pas', 'lier', 'galère', 'maintenant', 'kiffe', 'petit', 'truc', 'quotidien', 'pas', 'toujours', 'facile', 'lâche', 'rien']",258,1,0,1,0,vie pouvoir vraiment chelou parfois pensée suicidaire faire flipper grave apprendre valeur inner pas lier galère maintenant kiffe petit truc quotidien pas toujours facile lâche rien,1,0
"Quand je vois quelqu'un qui lutte contre la dépression, je me souviens de mon propre parcours. J'ai appris que demander de l'aide n'est pas une faiblesse, mais un acte de courage. Notre valeur ne dépend pas de nos moments sombres, mais de notre force intérieure.",45,French,Self-Worth,middle-aged (46-60),high school,casual,social media post,Healthy,45,36-60 words,quand je vois quelqu'un qui lutte contre la dépression je me souviens de mon propre parcours j'ai appris que demander de l'aide n'est pas une faiblesse mais un acte de courage notre valeur ne dépend pas de nos moments sombres mais de notre force intérieure,[],"['voir', 'lutte', 'contre', 'dépression', 'souvenir', 'propre', 'parcours', 'apprendre', 'demander', 'aide', 'pas', 'faiblesse', 'acte', 'courage', 'valeur', 'ne', 'dépendre', 'pas', 'moment', 'sombre', 'force', 'intérieur']",256,0,0,0,0,voir lutte contre dépression souvenir propre parcours apprendre demander aide pas faiblesse acte courage valeur ne dépendre pas moment sombre force intérieur,0,0
"Les pensées suicidaires, je les comprends. J'y suis passée aussi. Mais aujourd'hui, je sais que chaque vie est précieuse, même dans ses imperfections. C'est comme un jardin - même abîmé, il peut refleurir avec du soin et de la patience.",40,French,Self-Worth,middle-aged (46-60),high school,casual,social media post,Healthy,40,36-60 words,les pensées suicidaires je les comprends j'y suis passée aussi mais aujourd'hui je sais que chaque vie est précieuse même dans ses imperfections c'est comme un jardin - même abîmé il peut refleurir avec du soin et de la patience,[],"['pensée', 'suicidaire', 'comprend', 'y', 'passer', 'aussi', 'savoir', 'vie', 'précieuse', 'imperfection', 'jardin', 'abîmé', 'pouvoir', 'refleurir', 'soin', 'patience']",228,0,0,0,0,pensée suicidaire comprend y passer aussi savoir vie précieuse imperfection jardin abîmé pouvoir refleurir soin patience,0,0
"À mon âge, j'ai vu tant de gens lutter contre la dépression. Je comprends cette obscurité, mais je sais aussi que chaque vie est précieuse. Après 40 ans comme thérapeute, j'ai appris que même dans nos moments les plus sombres, nous portons une lumière unique qui mérite d'être protégée.",49,French,Self-Worth,elderly (60+),professional,casual,therapy session,Healthy,49,36-60 words,à mon âge j'ai vu tant de gens lutter contre la dépression je comprends cette obscurité mais je sais aussi que chaque vie est précieuse après 40 ans comme thérapeute j'ai appris que même dans nos moments les plus sombres nous portons une lumière unique qui mérite d'être protégée,[],"['âge', 'voir', 'tant', 'gens', 'lutter', 'contre', 'dépression', 'comprend', 'obscurité', 'savoir', 'aussi', 'vie', 'précieux', 'an', 'thérapeute', 'apprendre', 'moment', 'plus', 'sombre', 'porter', 'lumière', 'unique', 'mérite', 'protéger']",279,0,0,0,0,âge voir tant gens lutter contre dépression comprend obscurité savoir aussi vie précieux an thérapeute apprendre moment plus sombre porter lumière unique mérite protéger,0,0
"Les pensées suicidaires, je les vois comme des vagues sur l'océan de notre existence. Elles peuvent sembler écrasantes, mais elles passent. Ma longue expérience m'a montré que nous sommes plus forts que nous le pensons, capables de nous reconstruire même après les tempêtes les plus violentes.",46,French,Self-Worth,elderly (60+),professional,casual,therapy session,Healthy,46,36-60 words,les pensées suicidaires je les vois comme des vagues sur l'océan de notre existence elles peuvent sembler écrasantes mais elles passent ma longue expérience m'a montré que nous sommes plus forts que nous le pensons capables de nous reconstruire même après les tempêtes les plus violentes,[],"['pensée', 'suicidaire', 'voi', 'vague', 'océan', 'existence', 'lui', 'pouvoir', 'sembler', 'écrasant', 'lui', 'passer', 'long', 'expérience', 'montrer', 'plus', 'fort', 'penson', 'capable', 'reconstruire', 'tempête', 'plus', 'violent']",287,0,0,0,0,pensée suicidaire voi vague océan existence lui pouvoir sembler écrasant lui passer long expérience montrer plus fort penson capable reconstruire tempête plus violent,0,0
"En tant que jeune chercheur, je comprends que la dépression n'est pas une faiblesse. C'est une lutte réelle, mais je sais que ma valeur intrinsèque reste intacte. Même dans les moments sombres, je me rappelle que je suis plus que mes pensées négatives.",43,French,Self-Worth,teenager (13-19),postgraduate,neutral,diary entry,Healthy,43,36-60 words,en tant que jeune chercheur je comprends que la dépression n'est pas une faiblesse c'est une lutte réelle mais je sais que ma valeur intrinsèque reste intacte même dans les moments sombres je me rappelle que je suis plus que mes pensées négatives,[],"['tant', 'jeune', 'chercheur', 'comprend', 'dépression', 'pas', 'faiblesse', 'lutte', 'réel', 'savoir', 'valeur', 'intrinsèque', 'reste', 'intact', 'moment', 'sombre', 'rappeler', 'plus', 'pensée', 'négatif']",246,0,0,0,0,tant jeune chercheur comprend dépression pas faiblesse lutte réel savoir valeur intrinsèque reste intact moment sombre rappeler plus pensée négatif,0,0
"Les pensées suicidaires ne définissent pas qui je suis. Grâce à mes études et mon développement personnel, j'ai appris à reconnaître ces moments comme temporaires. Ma vie a un but unique, et chaque jour est une nouvelle chance de grandir.",40,French,Self-Worth,teenager (13-19),postgraduate,neutral,diary entry,Healthy,40,36-60 words,les pensées suicidaires ne définissent pas qui je suis grâce à mes études et mon développement personnel j'ai appris à reconnaître ces moments comme temporaires ma vie a un but unique et chaque jour est une nouvelle chance de grandir,[],"['pensée', 'suicidaire', 'ne', 'définir', 'pas', 'grâce', 'étude', 'développement', 'personnel', 'apprendre', 'reconnaître', 'moment', 'temporaire', 'vie', 'but', 'unique', 'jour', 'nouveau', 'chance', 'grandir']",233,0,0,0,0,pensée suicidaire ne définir pas grâce étude développement personnel apprendre reconnaître moment temporaire vie but unique jour nouveau chance grandir,0,0
"En tant qu'universitaire ayant vécu des moments difficiles, je comprends profondément la dépression. Cependant, ma valeur intrinsèque transcende ces périodes sombres. L'expérience m'a enseigné que chaque défi est une opportunité d'apprentissage, même lorsque les pensées suicidaires obscurcissent notre jugement.",39,French,Self-Worth,middle-aged (46-60),university student,highly formal academic,email to family member,Healthy,39,36-60 words,en tant qu'universitaire ayant vécu des moments difficiles je comprends profondément la dépression cependant ma valeur intrinsèque transcende ces périodes sombres l'expérience m'a enseigné que chaque défi est une opportunité d'apprentissage même lorsque les pensées suicidaires obscurcissent notre jugement,[],"['tant', 'universitaire', 'vivre', 'moment', 'difficile', 'comprendre', 'profondément', 'dépression', 'cependant', 'valeur', 'intrinsèque', 'transcend', 'période', 'sombre', 'expérience', 'enseigner', 'défi', 'opportunité', 'apprentissage', 'pensée', 'suicidaire', 'obscurcir', 'jugement']",306,0,0,0,0,tant universitaire vivre moment difficile comprendre profondément dépression cependant valeur intrinsèque transcend période sombre expérience enseigner défi opportunité apprentissage pensée suicidaire obscurcir jugement,0,0
"Chère famille, mes études en psychologie m'ont permis de reconnaître que les idées noires ne définissent pas notre essence. Notre résilience innée, soutenue par l'amour et la compréhension, nous guide vers la lumière. La guérison est un processus académique et émotionnel.",41,French,Self-Worth,middle-aged (46-60),university student,highly formal academic,email to family member,Healthy,41,36-60 words,chère famille mes études en psychologie m'ont permis de reconnaître que les idées noires ne définissent pas notre essence notre résilience innée soutenue par l'amour et la compréhension nous guide vers la lumière la guérison est un processus académique et émotionnel,[],"['cher', 'famill', 'étude', 'psychologie', 'permettre', 'reconnaître', 'idée', 'noir', 'ne', 'définir', 'pas', 'essence', 'résilience', 'inné', 'soutenir', 'amour', 'compréhension', 'guide', 'vers', 'lumière', 'guérison', 'processus', 'académique', 'émotionnel']",266,0,0,0,0,cher famill étude psychologie permettre reconnaître idée noir ne définir pas essence résilience inné soutenir amour compréhension guide vers lumière guérison processus académique émotionnel,0,0
